ORGANISATION_ID,DATE_DAY,FIRST_PURCHASES,FIRST_PURCHASES_UNITS,FIRST_PURCHASES_ORIGINAL_PRICE,FIRST_PURCHASES_GROSS_DISCOUNT,ALL_PURCHASES,ALL_PURCHASES_UNITS,ALL_PURCHASES_ORIGINAL_PRICE,ALL_PURCHASES_GROSS_DISCOUNT,REVENUE,GOOGLE_PAID_SEARCH_SPEND,GOOGLE_SHOPPING_SPEND,GOOGLE_PMAX_SPEND,GOOGLE_DISPLAY_SPEND,GOOGLE_VIDEO_SPEND,GOOGLE_SPEND,META_FACEBOOK_SPEND,META_INSTAGRAM_SPEND,META_OTHER_SPEND,META_SPEND,TIKTOK_SPEND,GOOGLE_PAID_SEARCH_CLICKS,GOOGLE_SHOPPING_CLICKS,GOOGLE_PMAX_CLICKS,GOOGLE_DISPLAY_CLICKS,GOOGLE_VIDEO_CLICKS,META_FACEBOOK_CLICKS,META_INSTAGRAM_CLICKS,META_OTHER_CLICKS,TIKTOK_CLICKS,GOOGLE_PAID_SEARCH_IMPRESSIONS,GOOGLE_SHOPPING_IMPRESSIONS,GOOGLE_PMAX_IMPRESSIONS,GOOGLE_DISPLAY_IMPRESSIONS,GOOGLE_VIDEO_IMPRESSIONS,META_FACEBOOK_IMPRESSIONS,META_INSTAGRAM_IMPRESSIONS,META_OTHER_IMPRESSIONS,TIKTOK_IMPRESSIONS,DIRECT_CLICKS,BRANDED_SEARCH_CLICKS,ORGANIC_SEARCH_CLICKS,EMAIL_CLICKS,REFERRAL_CLICKS,ALL_OTHER_CLICKS
7569a6a9c156a0f9398fa6cfd51df5bb,12-06-2023,172,1097,15034.77,1016.27,243,1869,21727.46,1704.5,37422912.24,1171.66,54.45,1801.45,0,78.28,3105.84,4305.17,122.94,0.71,4428.82,881.23,1275,78,3587,0,49,11261,143,0,386,8464,7637,441150,0,12368,608138,13729,87,69162,1337,0,1540,1342,1219,4856
7569a6a9c156a0f9398fa6cfd51df5bb,13-06-2023,184,1135,16211.69,1118.04,275,2997,28885.72,3932.27,74785489.65,1069.04,46.51,1760.88,0,77.23,2953.66,4024.11,172.36,0.85,4197.32,868.64,1290,77,3403,0,39,10443,248,1,521,8584,7671,417454,0,13883,555031,18646,115,82581,1653,1,1499,2090,1332,5931
7569a6a9c156a0f9398fa6cfd51df5bb,14-06-2023,171,1516,15777.81,1095.13,253,2971,27024.34,2752.08,72112884.46,1182.48,46.4,2077.6,0,74.88,3381.36,3345.35,193.77,0.84,3539.96,937.89,1292,73,3709,0,40,7173,270,0,494,8878,7595,424043,0,15756,430895,21016,102,67892,1709,0,1477,1351,1336,5885
7569a6a9c156a0f9398fa6cfd51df5bb,15-06-2023,164,1188,14567.22,1169.92,245,2603,23904.48,2779.53,54988244.85,1179.34,34.15,1915.96,0,75.87,3205.32,2916.31,169.53,1.65,3087.49,943.66,1038,58,3037,0,19,5051,208,3,757,6177,7217,362115,0,6101,362230,18696,138,91718,2190,0,1417,1603,1976,6327
7569a6a9c156a0f9398fa6cfd51df5bb,16-06-2023,191,1480,19987.96,1605.32,270,2445,28692.43,2266.8,64610665.35,1023.39,37.78,2180.29,0,74.65,3316.11,3019.52,165.99,0.64,3186.15,948.33,914,63,3086,0,20,5215,199,1,618,5323,5862,376757,0,8251,299326,15265,45,83568,1885,0,1373,1471,1272,5819
7569a6a9c156a0f9398fa6cfd51df5bb,17-06-2023,154,1085,14229.37,1317,224,2227,28707.84,3425.77,56303169.89,1008.92,27.48,2572.78,0,74.48,3683.66,3000.55,159.65,0.65,3160.85,995.26,904,46,3259,0,25,5529,181,4,651,5626,5637,409483,0,9403,311987,15146,54,77098,1650,0,1260,1255,1076,5090
7569a6a9c156a0f9398fa6cfd51df5bb,18-06-2023,175,1449,15765.27,1292.63,258,2259,24610.39,2098.47,50854427.28,1074.48,19.01,2801.74,0,74.68,3969.91,3287.11,165.7,0.54,3453.35,1047.42,949,33,3925,0,26,6839,227,0,716,5623,3905,521853,0,8004,366320,16449,59,83396,1667,0,1191,1128,1539,6115
7569a6a9c156a0f9398fa6cfd51df5bb,19-06-2023,141,1068,12505.63,1143.57,209,1901,19546.23,2035.28,33288315.95,1172.06,21.16,2491.16,0,77.53,3761.91,2987.4,175.4,2.28,3165.08,1133.75,1018,49,3846,0,29,5257,288,1,720,5863,3437,506613,0,8459,354314,22729,209,82513,1686,0,1351,1320,1674,5652
7569a6a9c156a0f9398fa6cfd51df5bb,20-06-2023,142,1233,13096.92,1305.13,200,1967,20725.64,2226.88,36387060.92,1242.65,15.33,3201.31,0,75.88,4535.17,3312.99,165.1,1.64,3479.73,1168.74,1036,25,4365,0,25,5350,214,1,779,10066,2389,614393,0,8753,374641,19082,154,100857,1949,0,1446,1394,1239,5163
7569a6a9c156a0f9398fa6cfd51df5bb,21-06-2023,142,1073,13875.98,1167.04,190,1778,20108.54,2114.11,31994096.54,954.35,14.96,3400.95,0,76.94,4447.2,3441.34,133.02,1,3575.36,1200.59,897,33,4741,0,40,5048,117,0,532,9072,3226,669438,0,7935,353201,13066,87,87489,1919,0,1690,1173,1245,4821
7569a6a9c156a0f9398fa6cfd51df5bb,22-06-2023,178,1274,15378.79,1964.28,239,2130,22899.15,3192.07,41976080.4,849.26,14.53,3336.18,0,76.5,4276.47,3410.83,120.71,1.2,3532.74,1221.58,935,34,4933,0,45,3526,72,3,689,7420,2810,688572,0,7549,299606,11159,93,123976,1963,0,1816,1223,1181,4860
7569a6a9c156a0f9398fa6cfd51df5bb,23-06-2023,161,1303,16676.18,1729.19,223,2139,23403.94,2598.85,44502087.51,949.94,8.48,2258.26,0,72.52,3289.2,3360.15,124.59,1.08,3485.82,875.45,963,23,3709,0,41,3949,67,1,513,6646,1854,450201,0,5602,302517,10918,67,107283,1847,0,1896,1249,1134,4191
7569a6a9c156a0f9398fa6cfd51df5bb,24-06-2023,138,1137,12715.84,1173.71,189,2393,20750.33,2628.98,43364390.55,807.35,12.03,2155.88,0,73.65,3048.91,3439.03,121.52,1.67,3562.22,879.18,870,29,3513,0,43,4279,81,3,493,7612,1893,451010,0,5553,298470,10425,94,95691,1583,0,1847,1179,941,4282
7569a6a9c156a0f9398fa6cfd51df5bb,25-06-2023,168,1041,15262.28,1015.05,245,1965,22479.23,1876.66,40484050.05,964.62,8.67,2409.24,0,73.72,3456.25,3698.84,145.68,0.97,3845.49,887.79,1122,21,3873,0,35,4650,94,0,493,8524,1986,486931,0,6755,369893,14266,86,93831,1705,0,1922,895,1147,4808
7569a6a9c156a0f9398fa6cfd51df5bb,26-06-2023,126,957,12023.64,875.43,187,2004,20813.18,2940.31,35817231.48,990.59,7,2525.02,0,75.17,3597.78,3491.5,151.61,0.74,3643.85,917.86,1053,19,3944,0,45,4515,139,0,519,8300,1769,521325,0,7685,392802,14718,58,99182,2144,0,1856,1503,1561,3692
7569a6a9c156a0f9398fa6cfd51df5bb,27-06-2023,133,1211,13058.46,935.66,214,3165,26996.42,2851.16,76419747.9,829.04,6.79,2712.87,0,75.82,3624.52,3362.88,154.87,1.23,3518.98,888.23,989,16,3948,0,93,4588,104,0,500,9405,1720,544540,0,14322,353396,13751,115,73066,1803,0,1911,1753,1148,3203
7569a6a9c156a0f9398fa6cfd51df5bb,28-06-2023,123,935,11246.62,1347.14,228,2840,23011.64,4027.39,53915270,1021.35,12.98,2371.84,0,73.2,3479.37,3281.24,107.13,0.66,3389.03,838.01,1078,17,3700,0,75,4781,81,1,569,9622,1547,441202,0,19595,404922,9477,92,89716,1957,0,1948,1378,1340,4214
7569a6a9c156a0f9398fa6cfd51df5bb,29-06-2023,133,895,11213.86,1090.15,223,2439,21194.06,3049.27,44255142.81,1134.15,13.16,2093.97,0,72.94,3314.22,3262.03,105.34,0.54,3367.91,919.98,1127,26,3481,0,66,4522,43,0,498,8665,1648,408540,0,15943,379971,7545,60,85800,1880,0,1824,1382,1288,4560
7569a6a9c156a0f9398fa6cfd51df5bb,30-06-2023,148,1315,13062.03,1627.35,229,2521,22444.29,2758.46,49627977.43,1044.7,12.21,2142.11,0,71.82,3270.84,3087.28,97.41,0.44,3185.13,883.87,1087,24,3205,0,41,4416,44,0,561,9145,1552,378745,0,6995,331140,7801,40,97194,1868,0,1737,983,1247,4671
7569a6a9c156a0f9398fa6cfd51df5bb,01-07-2023,153,1013,13536.27,1299.2,299,2508,27833.92,2013,64758867.36,828.21,10.92,2357.3,0,171.2,3367.63,2651.44,89.95,0.33,2741.72,907.68,952,35,3442,0,66,4831,70,0,586,8416,1781,452840,0,6122,335246,9573,63,110471,1664,0,1764,1114,1122,2611
7569a6a9c156a0f9398fa6cfd51df5bb,02-07-2023,116,1059,10378.35,888.78,193,2237,19206.88,2410.43,37573658.65,880.79,18.55,2236.59,0,76.06,3211.99,2949.92,77.66,0.3,3027.88,901.24,1078,40,3372,0,78,5824,64,1,594,8162,1689,464400,0,8083,363402,8342,76,108340,1830,0,1860,677,1161,2265
7569a6a9c156a0f9398fa6cfd51df5bb,03-07-2023,119,928,11467.79,1266.36,198,2017,19971.33,2219.34,35805763.83,835.98,7.23,1842.42,0,121.58,2807.21,2852.45,78.13,0.28,2930.86,887.37,1047,11,3163,0,59,4883,64,0,554,7559,1365,433945,0,11589,350313,7016,66,103845,2235,0,1795,1161,1119,2266
7569a6a9c156a0f9398fa6cfd51df5bb,04-07-2023,117,933,11626.29,1302.14,219,2706,25963.68,4137.46,59061751.32,974.68,3.75,1590.52,0,816.6,3385.55,2767.79,99.48,0.11,2867.38,832.41,1106,8,2616,0,266,3790,88,0,608,9141,1508,368469,0,55920,294916,7666,44,110496,1660,0,1734,1103,832,2774
7569a6a9c156a0f9398fa6cfd51df5bb,05-07-2023,140,1074,12261.27,1356.19,216,2448,22028.03,2947.2,46709871.84,914.51,3.68,1565.5,0,72.42,2556.11,2748.48,75.82,0.03,2824.33,879.48,1140,13,2814,0,97,3884,71,0,593,9531,1539,352649,0,7631,353104,7210,7,113201,1758,0,1794,1332,1503,2401
7569a6a9c156a0f9398fa6cfd51df5bb,06-07-2023,130,1057,12598.44,1128.44,205,1914,22162.91,2644.46,37358313.3,882.1,9.57,1501.43,0,72.3,2465.4,2742.85,79.92,0,2822.77,851.22,1126,26,2685,0,47,4421,84,0,494,8043,1743,320555,0,15452,330842,8152,3,96160,1784,0,1706,1444,1132,2225
7569a6a9c156a0f9398fa6cfd51df5bb,07-07-2023,146,1131,16166.47,2100.32,229,1730,25806.53,2859.73,39697964,824.14,8.98,1451.19,0,70.83,2355.14,2681.03,88.46,0.15,2769.64,946.15,991,21,2677,0,70,3953,63,0,525,7348,1723,318743,0,7891,301853,8065,25,99103,1756,0,1767,3381,1066,3082
7569a6a9c156a0f9398fa6cfd51df5bb,08-07-2023,144,1163,12401.12,1791.71,217,2012,20967.65,3062.72,36024719.16,844.8,13.85,1532.54,0,70.75,2461.94,2602.21,89.82,0.1,2692.13,857.9,1084,32,2833,0,45,4119,97,0,520,8412,1713,380610,0,4310,304958,8927,14,85337,1525,0,1889,1314,1041,2434
7569a6a9c156a0f9398fa6cfd51df5bb,09-07-2023,151,1151,13693.56,1898.23,212,1933,20455.59,3089.24,33569154.55,1068.3,8.96,1853.24,0,70.84,3001.34,2955.25,110.73,0.06,3066.04,953,1338,12,3059,0,54,4144,122,0,643,10024,1669,385046,0,4043,326345,10966,8,96039,1582,0,1996,854,1601,3853
7569a6a9c156a0f9398fa6cfd51df5bb,10-07-2023,104,899,9991.1,1140.1,175,1673,18048.41,2104.67,26673877.02,1043.31,8.61,1655.13,0,73.62,2780.67,3003.23,109.74,0.02,3112.99,894.28,1311,19,3038,0,60,4618,114,1,552,9251,1585,369656,0,3753,363020,10741,11,103932,1743,0,1910,1390,1188,2855
7569a6a9c156a0f9398fa6cfd51df5bb,11-07-2023,135,1046,13259.16,1984.2,198,1820,20619.97,3533.32,31097703,824.12,0.45,1726.17,0,72.79,2623.53,2889.07,109.83,0.05,2998.95,895.53,982,3,2804,0,71,3913,123,0,508,7764,337,384634,0,5387,366718,12338,11,82767,1549,0,1915,1322,1055,2809
7569a6a9c156a0f9398fa6cfd51df5bb,12-07-2023,111,920,9033.3,1088.03,159,1329,13885.64,1392.89,16602864.75,866.38,0,1563.1,0,72.73,2502.21,2841.58,99.6,0.03,2941.21,841.24,964,0,2456,0,60,3528,84,0,515,7318,0,317659,0,17422,339369,11605,23,89712,1470,0,1815,1029,924,2053
7569a6a9c156a0f9398fa6cfd51df5bb,13-07-2023,141,1155,11637.34,1637.09,207,2237,21391.86,3001.33,41139615.61,665.82,0,1504.63,0,71.82,2242.27,2800.88,113.57,0.05,2914.5,821.63,770,0,2648,0,55,4980,105,0,532,5594,0,297874,0,22351,377848,10330,17,97942,1434,0,1916,1432,1066,1963
7569a6a9c156a0f9398fa6cfd51df5bb,14-07-2023,139,1146,11650.3,1505.5,205,2142,18650.63,2719.58,34124309.1,610.73,0,1355.53,0,70.35,2036.61,2741.01,104.96,0.18,2846.15,861.32,742,0,2771,0,40,5198,111,1,661,5172,0,323082,0,5520,394040,11127,29,103238,1360,0,1857,1031,966,2308
7569a6a9c156a0f9398fa6cfd51df5bb,15-07-2023,122,848,11368.57,1061.86,174,1505,18669.41,2629.73,24139718.4,775.25,0,1620.53,0,321.07,2716.85,2670.49,111.53,0.03,2782.05,838.16,813,0,2978,0,155,5145,138,0,626,6705,0,343612,0,23082,379410,13077,11,120089,1390,0,1864,957,834,2037
7569a6a9c156a0f9398fa6cfd51df5bb,16-07-2023,127,930,10747.42,1113.31,174,1460,15633.45,1696.61,20347786.4,850.58,0,1901.86,0,64.77,2817.21,3054.9,121.39,0.16,3176.45,931.43,1003,0,3117,0,51,5622,126,0,653,7614,0,375671,0,4858,442209,14562,66,104661,1549,0,1912,1356,1468,2565
7569a6a9c156a0f9398fa6cfd51df5bb,17-07-2023,109,799,12402.81,1311.11,172,1654,18418.26,1907.48,27308830.12,838.44,0,1806.15,0,75.37,2719.96,3037.95,97.15,0.1,3135.2,911.02,872,0,3242,0,65,5139,78,0,658,6671,0,389981,0,5087,464233,13091,72,112080,1700,0,2014,1180,1005,2079
7569a6a9c156a0f9398fa6cfd51df5bb,18-07-2023,138,1275,11691.42,1358.11,212,2324,21016.58,3276.49,41227969.16,955.42,0,1776.56,0,65.9,2797.88,3058.76,81.64,0.05,3140.45,802.92,922,0,3130,0,82,4828,76,0,434,6855,0,411940,0,4075,405095,9597,23,68869,1610,0,1942,1162,963,2191
7569a6a9c156a0f9398fa6cfd51df5bb,19-07-2023,162,1214,13792.83,1968.82,249,2201,23578.09,3464.6,44269791.49,800.11,0,1718.97,0,65.9,2584.98,3117.43,92.2,0.03,3209.66,918.27,821,0,2941,0,94,5157,101,0,540,6168,0,366250,0,4276,444029,10437,47,92877,1727,0,1912,1266,1237,3101
7569a6a9c156a0f9398fa6cfd51df5bb,20-07-2023,155,1370,13179.92,1594.24,235,2260,21407.21,3133.94,41297590.2,826.88,0,1357.49,0,64.94,2249.31,3243.2,93.45,0.13,3336.78,829.79,828,0,2589,0,111,5617,85,0,523,5311,0,310293,0,5072,551341,10223,49,82324,1799,0,1940,1247,1278,3465
7569a6a9c156a0f9398fa6cfd51df5bb,21-07-2023,153,1344,14639.06,1775.72,219,2087,20940.43,2663.18,38144620.75,857.17,0,1541.88,0,63.54,2462.59,3256.21,93.46,0.17,3349.84,866.69,699,0,2719,0,82,5284,89,0,583,4646,0,313685,0,4637,568229,10587,34,96975,1684,0,1248,610,993,3304
7569a6a9c156a0f9398fa6cfd51df5bb,22-07-2023,144,1471,15597.81,1628.36,193,2145,23459.73,2847.17,44213941.2,826.33,0,1666.7,0,844.36,3337.39,3482.04,117.77,0.19,3600,972.53,811,0,2794,0,332,5861,114,0,678,5776,0,359936,0,47051,531419,12539,87,108169,1335,0,1126,335,1047,3057
7569a6a9c156a0f9398fa6cfd51df5bb,23-07-2023,164,1791,14288.39,1269.4,223,2478,20525.57,1817.2,46359340.86,823.71,0,1746.03,0,199.84,2769.58,3790.23,151.49,0.28,3942,1071.64,834,0,2750,0,446,5432,140,0,713,7301,0,366287,0,16424,516741,16136,84,127571,1469,0,1081,237,1094,2957
7569a6a9c156a0f9398fa6cfd51df5bb,24-07-2023,119,1218,9879.63,1072.31,169,1766,16510.16,1625.45,26286397.86,1177.31,0,1955.8,0,305.57,3438.68,3824.03,149.65,0.62,3974.3,1081.06,1051,0,3151,0,716,6721,158,0,748,7185,0,423785,0,28730,697289,19883,74,143102,1561,0,1201,327,1205,2537
7569a6a9c156a0f9398fa6cfd51df5bb,25-07-2023,126,1216,13120.89,1021.07,199,2166,22059.69,1929.31,43602403.08,1430.38,0,1870.94,0,264.45,3565.77,4236.31,225.15,0.96,4462.42,1270.82,1130,0,3171,0,632,6857,182,0,893,6910,0,420605,0,31171,622970,20002,94,160361,1272,0,990,270,579,1012
7569a6a9c156a0f9398fa6cfd51df5bb,26-07-2023,118,1258,11598.75,1844.15,166,1929,16699.32,2486.64,27416259.72,1256.67,0,1996.74,0,256.1,3509.51,3993.9,275.08,0.16,4269.14,1419.02,998,0,3168,0,498,5662,229,0,1097,6739,0,399368,0,30629,469278,28180,41,179524,1289,0,1195,348,558,1414
7569a6a9c156a0f9398fa6cfd51df5bb,27-07-2023,150,1428,13154.25,1610.58,242,2705,23396.37,2925.25,55374379.6,1418.17,0,1669.21,0,254.75,3342.13,5086.07,232.67,0.3,5319.04,1441.03,1080,0,2928,0,405,6253,187,0,1003,6732,0,351983,0,31615,561504,20593,70,161604,1925,0,1911,1055,1482,3850
7569a6a9c156a0f9398fa6cfd51df5bb,28-07-2023,165,1580,15644.41,1655.53,234,2582,23110.8,2291.23,53756129.74,1226.81,0,1161.24,0,252.79,2640.84,5157.51,217.89,0.15,5375.55,1497.93,955,0,2307,0,601,6825,142,0,967,5300,0,282423,0,63618,563769,17703,62,174922,1832,0,1770,807,1163,3471
7569a6a9c156a0f9398fa6cfd51df5bb,29-07-2023,123,1125,12451.25,1369.11,192,2054,21146.43,2025.09,39275232.36,1249.69,0,1377.23,0,277.38,2904.3,4993.05,189.55,0.15,5182.75,1579.71,916,0,2549,0,472,6878,135,0,984,5242,0,299988,0,70790,569520,15053,51,167068,1694,0,1833,690,1113,3420
7569a6a9c156a0f9398fa6cfd51df5bb,30-07-2023,131,1280,11469.33,1608.27,189,2480,18405.39,2781.59,38747024,1192.42,0,1678.83,0,222.32,3093.57,5518.49,275.02,0.31,5793.82,1616.74,1044,0,2892,0,402,9209,216,0,1044,6100,0,341439,0,123711,712603,21871,113,178811,1817,0,1915,591,1266,3802
7569a6a9c156a0f9398fa6cfd51df5bb,31-07-2023,175,1956,19288.73,2219.18,265,3257,31305.64,3808.24,89559031.8,1334.41,0,1972.09,0,222.47,3528.97,5510.96,289.06,0.37,5800.39,1625.48,1100,0,3205,0,550,9159,210,0,1085,7381,0,369064,0,149457,670144,24019,102,190865,2225,0,1946,2266,1392,4174
7569a6a9c156a0f9398fa6cfd51df5bb,01-08-2023,205,1758,18893.65,1575.25,279,2672,27861.98,2787.57,66998823.52,1252.14,0,2053.46,0,0,3305.6,5694.31,235.62,1.54,5931.47,1520.52,1086,0,3177,0,0,8699,242,0,971,7896,0,392901,0,0,696560,25104,159,194692,2010,0,2012,1704,1303,4888
7569a6a9c156a0f9398fa6cfd51df5bb,02-08-2023,219,1568,19717.78,1475.15,288,2471,28602.66,2292.42,65012603.04,1328.77,0,2377.64,0,259.77,3966.18,5575.22,246.72,0.67,5822.61,1520.9,1127,0,3579,0,268,9340,256,0,940,7993,0,452105,0,66408,761914,24944,81,178968,2075,0,1903,1369,1414,4953
7569a6a9c156a0f9398fa6cfd51df5bb,03-08-2023,245,1679,21771.62,1690.28,335,2703,32156.32,2458.28,80273802.12,1309.15,0,2439.46,0,252.65,4001.26,5525.33,228.77,0.29,5754.39,1517.49,1229,0,3788,0,609,9704,198,0,962,8415,0,516521,0,145354,735720,21900,27,172887,1986,0,1940,2352,1827,5899
7569a6a9c156a0f9398fa6cfd51df5bb,04-08-2023,199,1703,19186.33,2301.94,278,2537,26654.92,2779.82,60571128.7,1312.58,0,2611.43,0,261.65,4185.66,4259.16,235.56,1.1,4495.82,1520.73,1246,0,4213,0,598,7505,181,0,877,7761,0,542595,0,140371,548166,22617,109,183995,1888,0,1801,1540,1980,5748
7569a6a9c156a0f9398fa6cfd51df5bb,05-08-2023,166,1464,14809.6,1375.16,215,2160,21518.38,2106.76,41929099.2,1334.71,0,2401.94,0,260.84,3997.49,3798.69,228.56,1.96,4029.21,1546.23,1202,0,3992,0,589,7025,160,1,1256,8154,0,502485,0,68907,434314,19454,219,216271,1939,0,1905,1086,1694,5748
7569a6a9c156a0f9398fa6cfd51df5bb,06-08-2023,184,1653,18155.44,1992.35,270,2426,28156.4,2791.42,61535441.48,1447.75,0,1987.28,0,257.83,3692.86,4397.04,225,2.1,4624.14,2274.58,1381,0,3279,0,645,8776,158,2,2034,8450,0,426972,0,40450,558410,21442,203,290323,1869,0,2008,3214,1793,6426
7569a6a9c156a0f9398fa6cfd51df5bb,07-08-2023,176,1843,16450.23,1666.14,270,2771,27566.39,2444.94,69611537.95,1353.55,0,1899.11,0,282.96,3535.62,4351.9,203.19,0.69,4555.78,2267.27,1288,0,3616,0,558,8334,108,2,1715,7950,0,431832,0,76521,593789,17431,93,280589,1901,0,2057,2231,1701,6001
7569a6a9c156a0f9398fa6cfd51df5bb,08-08-2023,169,1655,14101.14,1894.83,261,2726,27315.6,3124.54,65944829.56,1300,0,1882.61,0,248.5,3431.11,4315.65,227.22,0.7,4543.57,2138.23,1287,0,3733,0,494,8608,136,2,1670,9009,0,449400,0,109301,603804,20785,125,241477,2006,0,1956,1832,1730,5968
7569a6a9c156a0f9398fa6cfd51df5bb,09-08-2023,191,1857,17480.82,1997.33,278,2926,27909.53,2901.13,73174578.4,1253.92,0,1844.81,0,248.09,3346.82,4265.45,220.96,1.79,4488.2,1990.22,1214,0,3671,0,529,8537,155,0,1560,8023,0,464160,0,119382,597839,21423,195,228234,1846,0,1937,2449,2225,5742
7569a6a9c156a0f9398fa6cfd51df5bb,10-08-2023,186,1698,15345.61,1800.03,311,2852,28489.57,3349.38,71699821.88,1331.78,0,2302.12,0,257.21,3891.11,4216.48,216.1,0.68,4433.26,2010.38,1262,0,4087,0,557,8373,163,2,1483,7914,0,506152,0,130812,641651,26710,145,232733,1861,0,1897,1405,1859,5771
7569a6a9c156a0f9398fa6cfd51df5bb,11-08-2023,163,1790,15610.9,1891.16,228,2628,23854.97,2639.6,55753992.36,1186.09,0,2024.51,0,261.14,3471.74,4182.67,235.22,0.52,4418.41,2023.05,1172,0,3582,0,542,9143,209,0,1486,7111,0,464632,0,75786,631571,20813,66,226838,1664,0,1864,1207,1683,6886
7569a6a9c156a0f9398fa6cfd51df5bb,12-08-2023,152,1424,13489.03,1507.93,229,2397,22791.61,2202.52,49352048.73,1143.82,0,1984.74,0,647.25,3775.81,4005.37,262.47,2.13,4269.97,2008.19,1073,0,3699,0,404,8521,249,0,1499,6858,0,466820,0,66471,548299,24575,163,223082,1758,0,1887,1151,1826,6501
7569a6a9c156a0f9398fa6cfd51df5bb,13-08-2023,178,1631,15373.91,1714.3,256,2675,24519.33,2380.09,59222467,1318.14,0,1990.39,0,154.91,3463.44,4468.06,250.57,1.6,4720.23,2042.72,1273,0,3922,0,326,10234,223,0,1985,8661,0,481693,0,41275,651247,24001,170,292346,1801,0,1999,1990,1994,7394
7569a6a9c156a0f9398fa6cfd51df5bb,14-08-2023,174,1559,14191.98,2158.65,239,2432,21289.96,2997.54,44487165.44,1246.31,0,1914.3,0,411.2,3571.81,4346.16,224.68,1.09,4571.93,2049.08,1261,0,3766,0,406,8424,171,2,2192,9000,0,458589,0,53989,601246,20858,161,308997,1861,0,2035,1360,2485,6106
7569a6a9c156a0f9398fa6cfd51df5bb,15-08-2023,183,1772,16725.31,2198.34,243,2379,22521.14,2735.5,47070037.56,1304.6,0,1867.13,0,91.64,3263.37,4658.51,227.23,1.26,4887,2074.92,1188,0,3855,0,201,9375,206,1,1481,8910,0,451688,0,30838,601809,20098,144,221580,1736,0,1872,1194,1780,5987
7569a6a9c156a0f9398fa6cfd51df5bb,16-08-2023,181,1583,16375.26,1840.17,259,3023,27588.09,4206.66,70682062.89,1248.9,0,1968.08,0,236.47,3453.45,4374.39,213.59,0.21,4588.19,2086.05,1220,0,3946,0,428,9026,199,0,1292,8465,0,469861,0,106868,579624,22150,33,207548,1791,0,1996,1494,1657,5609
7569a6a9c156a0f9398fa6cfd51df5bb,17-08-2023,202,1838,19407.33,1956.83,346,3058,36617.15,3599.12,100969135.7,1373.43,0,1886.99,0,231.24,3491.66,4307.93,211.56,0.62,4520.11,2072.99,1246,0,3876,0,436,9786,212,1,1298,8109,0,472229,0,97332,620830,23529,69,205007,1969,0,1968,2402,1879,6037
7569a6a9c156a0f9398fa6cfd51df5bb,18-08-2023,192,1518,17285.57,1740.16,282,2722,27127.63,2669.27,66575655.92,1415.02,0,1928.57,0,234.77,3578.36,4216.79,199.36,0.29,4416.44,2082.2,1255,0,3766,0,434,10387,204,1,1494,8309,0,448899,0,43119,676048,22576,47,249216,1891,0,1874,1291,1741,6340
7569a6a9c156a0f9398fa6cfd51df5bb,19-08-2023,180,1576,15156.83,1156.77,249,2640,23067.83,1905.63,55868208,1296.47,0,1893.26,0,234.78,3424.51,4197.58,188.37,0.55,4386.5,2098.21,1227,0,3965,0,512,11128,165,0,1530,8273,0,501406,0,78689,656505,16471,71,256340,1728,0,2114,956,1949,6191
7569a6a9c156a0f9398fa6cfd51df5bb,20-08-2023,182,1634,16857.27,1452.8,260,2650,27070.43,2426.09,65307501,1544.56,0,2081.66,0,228.27,3854.49,4701.13,207.64,0.26,4909.03,2098.76,1391,0,4009,0,451,13107,202,0,1518,8784,0,477752,0,99529,772207,19989,59,245635,1767,0,2193,907,2354,7253
7569a6a9c156a0f9398fa6cfd51df5bb,21-08-2023,169,1414,14373.3,1062.35,245,2394,21775.46,1535.09,48455445.78,1303.41,0,1939.9,0,235.92,3479.23,4494.62,236.76,0.59,4731.97,2106.67,1195,0,3972,0,403,11387,234,4,1334,7873,0,459489,0,101750,720378,23448,41,197441,1818,0,2045,1094,1707,6279
7569a6a9c156a0f9398fa6cfd51df5bb,22-08-2023,167,1404,17048.6,1896.74,232,2347,23476.47,2769.22,48599915.75,1385.8,0,1897.31,0,228.84,3511.95,4422.46,235.92,0.24,4658.62,2117.25,1193,0,3953,0,433,10944,249,0,1182,7893,0,460881,0,98570,673602,20550,41,187213,1870,0,2028,1512,1981,5842
7569a6a9c156a0f9398fa6cfd51df5bb,23-08-2023,154,1271,13094.49,1566.33,224,2278,20232.97,2400.99,40621250.44,1273.73,0,1910.46,0,242.79,3426.98,4105.85,222.71,0.15,4328.71,1840.88,1115,0,3938,0,450,9148,195,3,1232,7036,0,498141,0,93832,614064,18851,28,180495,1762,0,1989,1245,1522,5152
7569a6a9c156a0f9398fa6cfd51df5bb,24-08-2023,185,1688,16621.8,1543.28,271,2671,25109.88,2161.47,61295203.11,1250.64,16.41,2389.08,0,242.92,3899.05,3619.01,254.34,1.06,3874.41,1985.74,1140,20,4616,0,510,7734,259,0,1328,7336,2610,564934,0,77617,512469,21463,51,202314,1739,0,1936,1193,1478,5113
7569a6a9c156a0f9398fa6cfd51df5bb,25-08-2023,181,1506,17689.98,1871.26,246,2370,23940.29,2441.55,50952013.8,1219.05,39.78,2645.64,0,245.53,4150,3618.55,243.75,0.33,3862.63,1835.96,1067,54,4752,0,471,6022,241,2,1240,7422,5063,602951,0,81745,411612,19694,40,202661,1584,0,1897,1162,1262,4465
